Date;Receipt number;Receipt type;Total collected;Payment type;Store
31/12/2020 15.51;33-17447;Sale;4000000;Cash;Crisbar Unjani
31/12/2020 15.51;36-6430;Sale;5750000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 15.50;15-33918;Sale;3780000;GO FOOD;Crisbar Jatinangor
31/12/2020 15.47;33-17446;Sale;3700000;Cash;Crisbar Unjani
31/12/2020 15.47;44-1911;Sale;3714500;GRAB FOOD;Crisbar Cisitu
31/12/2020 15.46;38-5996;Sale;2550000;Cash;Crisbar Metro Margahayu
31/12/2020 15.45;44-1910;Sale;8100000;GRAB FOOD;Crisbar Cisitu
31/12/2020 15.44;38-5995;Sale;0;Cash;Crisbar Metro Margahayu
31/12/2020 15.43;4-43877;Sale;4000000;Cash;Crisbar Cisitu
31/12/2020 15.40;33-17445;Sale;7000000;Cash;Crisbar Unjani
31/12/2020 15.38;19-39883;Sale;1650000;Cash;Crisbar Sukapura
31/12/2020 15.38;33-17444;Sale;4000000;Cash;Crisbar Unjani
31/12/2020 15.36;23-15185;Sale;3351100;GRAB FOOD;Crisbar Sukabirus
31/12/2020 15.34;4-43876;Sale;2350000;Cash;Crisbar Cisitu
31/12/2020 15.34;23-15184;Sale;2450000;GO FOOD;Crisbar Sukabirus
31/12/2020 15.32;19-39882;Sale;2600000;Cash;Crisbar Sukapura
31/12/2020 15.32;23-15183;Sale;5780000;GO FOOD;Crisbar Sukabirus
31/12/2020 15.32;29-7939;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 15.31;4-43875;Sale;5450000;Cash;Crisbar Cisitu
31/12/2020 15.24;29-7938;Sale;3100000;Cash;Crisbar Sukajadi
31/12/2020 15.24;43-3017;Sale;4764200;GRAB FOOD;Crisbar Unjani
31/12/2020 15.22;23-15182;Sale;1800000;SHOPEE PAY;Crisbar Sukabirus
31/12/2020 15.21;27-8645;Sale;5750000;GRAB FOOD;Crisbar Antapani
31/12/2020 15.18;33-17443;Sale;4650000;Cash;Crisbar Unjani
31/12/2020 15.17;23-15181;Sale;2550000;GRAB FOOD;Crisbar Sukabirus
31/12/2020 15.16;29-7937;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 15.15;43-3016;Sale;2750000;GRAB FOOD;Crisbar Unjani
31/12/2020 15.11;4-43874;Sale;3450000;Cash;Crisbar Cisitu
31/12/2020 15.08;36-6429;Sale;2000000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 15.08;43-3015;Sale;1600000;GO FOOD;Crisbar Unjani
31/12/2020 15.07;15-33917;Sale;600000;Cash;Crisbar Jatinangor
31/12/2020 15.07;27-8644;Sale;2950000;GO FOOD;Crisbar Antapani
31/12/2020 15.06;23-15180;Sale;2050000;Cash;Crisbar Sukabirus
31/12/2020 15.05;4-43873;Sale;1950000;Cash;Crisbar Cisitu
31/12/2020 15.05;19-39881;Sale;3600000;Cash;Crisbar Sukapura
31/12/2020 15.02;15-33916;Sale;3380000;GO FOOD;Crisbar Jatinangor
31/12/2020 15.00;29-7936;Sale;2300000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 14.57;23-15179;Sale;3633700;GRAB FOOD;Crisbar Sukabirus
31/12/2020 14.55;38-5994;Sale;1850000;Cash;Crisbar Metro Margahayu
31/12/2020 14.48;44-1909;Sale;3100000;GO FOOD;Crisbar Cisitu
31/12/2020 14.46;4-43872;Sale;800000;Cash;Crisbar Cisitu
31/12/2020 14.45;29-7935;Sale;8550000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 14.43;15-33915;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
31/12/2020 14.43;43-3014;Sale;5000000;GRAB FOOD;Crisbar Unjani
31/12/2020 14.41;38-5993;Sale;4100000;GOPAY;Crisbar Metro Margahayu
31/12/2020 14.39;19-39880;Sale;3900000;Cash;Crisbar Sukapura
31/12/2020 14.38;43-3013;Sale;5350000;GRAB FOOD;Crisbar Unjani
31/12/2020 14.36;23-15178;Sale;3700000;Cash;Crisbar Sukabirus
31/12/2020 14.33;43-3012;Sale;2300000;GRAB FOOD;Crisbar Unjani
31/12/2020 14.31;33-17442;Sale;4850000;Cash;Crisbar Unjani
31/12/2020 14.29;15-33914;Sale;7600000;Cash;Crisbar Jatinangor
31/12/2020 14.27;23-15177;Sale;1900000;Cash;Crisbar Sukabirus
31/12/2020 14.26;15-33913;Sale;1900000;GOPAY;Crisbar Jatinangor
31/12/2020 14.26;36-6428;Sale;3553000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 14.24;44-1908;Sale;2300000;GRAB FOOD;Crisbar Cisitu
31/12/2020 14.22;38-5992;Sale;800000;Cash;Crisbar Metro Margahayu
31/12/2020 14.21;38-5991;Sale;19200000;Cash;Crisbar Metro Margahayu
31/12/2020 14.21;4-43871;Sale;5750000;Cash;Crisbar Cisitu
31/12/2020 14.20;43-3011;Sale;3633700;GRAB FOOD;Crisbar Unjani
31/12/2020 14.19;33-17441;Sale;4000000;Cash;Crisbar Unjani
31/12/2020 14.18;4-43870;Sale;2450000;Cash;Crisbar Cisitu
31/12/2020 14.16;44-1907;Sale;4643100;GRAB FOOD;Crisbar Cisitu
31/12/2020 14.16;43-3010;Sale;5329500;GRAB FOOD;Crisbar Unjani
31/12/2020 14.15;29-7934;Sale;1900000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 14.15;23-15176;Sale;2450000;GO FOOD;Crisbar Sukabirus
31/12/2020 14.15;15-33912;Sale;3700000;Cash;Crisbar Jatinangor
31/12/2020 14.14;44-1906;Sale;2000000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 14.13;44-1905;Sale;2200000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 14.12;27-8643;Sale;3400000;GO FOOD;Crisbar Antapani
31/12/2020 14.11;33-17440;Sale;3900000;Cash;Crisbar Unjani
31/12/2020 14.11;15-33911;Sale;3714500;GRAB FOOD;Crisbar Jatinangor
31/12/2020 14.10;23-15175;Sale;2250000;Cash;Crisbar Sukabirus
31/12/2020 14.10;38-5990;Sale;22000000;GOPAY;Crisbar Metro Margahayu
31/12/2020 14.09;23-15174;Sale;3400000;Cash;Crisbar Sukabirus
31/12/2020 14.07;29-7933;Sale;9230000;GO FOOD;Crisbar Sukajadi
31/12/2020 14.05;44-1904;Sale;2100000;GO FOOD;Crisbar Cisitu
31/12/2020 14.05;33-17439;Sale;1950000;Cash;Crisbar Unjani
31/12/2020 14.04;29-7932;Sale;3391500;GRAB FOOD;Crisbar Sukajadi
31/12/2020 14.04;4-43869;Sale;2150000;Cash;Crisbar Cisitu
31/12/2020 14.02;44-1903;Sale;3553000;GRAB FOOD;Crisbar Cisitu
31/12/2020 14.01;36-6427;Sale;5894700;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 14.00;29-7931;Sale;5894700;GRAB FOOD;Crisbar Sukajadi
31/12/2020 14.00;36-6426;Sale;7300000;GO FOOD;Crisbar Metro Margahayu
31/12/2020 13.58;4-43868;Sale;1750000;Cash;Crisbar Cisitu
31/12/2020 13.56;33-17438;Sale;4500000;Cash;Crisbar Unjani
31/12/2020 13.55;44-1902;Sale;6000000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 13.54;29-7930;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 13.52;4-43867;Sale;1300000;Cash;Crisbar Cisitu
31/12/2020 13.51;29-7929;Sale;2300000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 13.50;44-1901;Sale;2250000;OVO;Crisbar Cisitu
31/12/2020 13.48;23-15173;Sale;8300000;Cash;Crisbar Sukabirus
31/12/2020 13.48;44-1900;Sale;2000000;GOPAY;Crisbar Cisitu
31/12/2020 13.47;15-33910;Sale;2000000;GRAB FOOD;Crisbar Jatinangor
31/12/2020 13.46;44-1899;Sale;2950000;GRAB FOOD;Crisbar Cisitu
31/12/2020 13.46;33-17437;Sale;2850000;Cash;Crisbar Unjani
31/12/2020 13.45;29-7928;Refund;-5087200;GO FOOD;Crisbar Sukajadi
31/12/2020 13.44;38-5989;Sale;1850000;Cash;Crisbar Metro Margahayu
31/12/2020 13.44;43-3009;Sale;4500000;GO FOOD;Crisbar Unjani
31/12/2020 13.43;43-3008;Sale;2300000;GRAB FOOD;Crisbar Unjani
31/12/2020 13.43;44-1898;Sale;5450000;GRAB FOOD;Crisbar Cisitu
31/12/2020 13.42;27-8642;Sale;5850000;Cash;Crisbar Antapani
31/12/2020 13.41;19-39879;Sale;6904100;GRAB FOOD;Crisbar Sukapura
31/12/2020 13.40;33-17436;Sale;1800000;Cash;Crisbar Unjani
31/12/2020 13.39;15-33909;Sale;2400000;Cash;Crisbar Jatinangor
31/12/2020 13.38;29-7927;Sale;6338900;GRAB FOOD;Crisbar Sukajadi
31/12/2020 13.36;44-1897;Sale;8150000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 13.35;15-33908;Sale;2700000;GO FOOD;Crisbar Jatinangor
31/12/2020 13.33;36-6425;Sale;3100000;GO FOOD;Crisbar Metro Margahayu
31/12/2020 13.32;33-17435;Sale;3800000;Cash;Crisbar Unjani
31/12/2020 13.31;43-3007;Sale;2300000;GO FOOD;Crisbar Unjani
31/12/2020 13.31;15-33907;Sale;6000000;GO FOOD;Crisbar Jatinangor
31/12/2020 13.29;29-7926;Sale;3800000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 13.29;4-43866;Sale;600000;Cash;Crisbar Cisitu
31/12/2020 13.28;15-33906;Sale;2300000;GO FOOD;Crisbar Jatinangor
31/12/2020 13.28;33-17434;Sale;2700000;Cash;Crisbar Unjani
31/12/2020 13.27;43-3006;Sale;4350000;GO FOOD;Crisbar Unjani
31/12/2020 13.25;4-43865;Sale;2300000;Cash;Crisbar Cisitu
31/12/2020 13.25;33-17433;Sale;2000000;Cash;Crisbar Unjani
31/12/2020 13.25;38-5988;Sale;2250000;SHOPEE PAY;Crisbar Metro Margahayu
31/12/2020 13.24;43-3005;Sale;6000000;GRAB FOOD;Crisbar Unjani
31/12/2020 13.23;19-39878;Sale;2400000;SHOPEE PAY;Crisbar Sukapura
31/12/2020 13.23;44-1896;Sale;3150000;GO FOOD;Crisbar Cisitu
31/12/2020 13.21;15-33905;Sale;3850000;GO FOOD;Crisbar Jatinangor
31/12/2020 13.19;27-8641;Sale;3200000;GO FOOD;Crisbar Antapani
31/12/2020 13.18;19-39877;Sale;1750000;Cash;Crisbar Sukapura
31/12/2020 13.18;43-3004;Sale;3230000;GRAB FOOD;Crisbar Unjani
31/12/2020 13.17;19-39876;Sale;3800000;Cash;Crisbar Sukapura
31/12/2020 13.17;38-5987;Sale;3300000;Cash;Crisbar Metro Margahayu
31/12/2020 13.17;44-1895;Sale;1950000;GO FOOD;Crisbar Cisitu
31/12/2020 13.16;19-39875;Sale;4650000;Cash;Crisbar Sukapura
31/12/2020 13.15;27-8640;Sale;4441200;GRAB FOOD;Crisbar Antapani
31/12/2020 13.15;36-6424;Sale;5168000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 13.15;4-43864;Sale;1900000;Cash;Crisbar Cisitu
31/12/2020 13.13;44-1894;Sale;1800000;GOPAY;Crisbar Cisitu
31/12/2020 13.13;38-5986;Sale;1450000;Cash;Crisbar Metro Margahayu
31/12/2020 13.12;15-33904;Sale;4000000;Cash;Crisbar Jatinangor
31/12/2020 13.12;44-1893;Sale;3270400;GRAB FOOD;Crisbar Cisitu
31/12/2020 13.06;29-7925;Sale;1350000;Cash;Crisbar Sukajadi
31/12/2020 13.06;23-15172;Sale;2100000;GO FOOD;Crisbar Sukabirus
31/12/2020 13.04;19-39874;Sale;2800000;GO FOOD;Crisbar Sukapura
31/12/2020 13.02;27-8639;Sale;3795200;GRAB FOOD;Crisbar Antapani
31/12/2020 13.01;19-39873;Sale;12500000;Cash;Crisbar Sukapura
31/12/2020 12.59;36-6423;Sale;1900000;GO FOOD;Crisbar Metro Margahayu
31/12/2020 12.59;29-7924;Sale;2750000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 12.59;15-33903;Sale;1800000;SHOPEE PAY;Crisbar Jatinangor
31/12/2020 12.58;43-3003;Sale;4602700;GRAB FOOD;Crisbar Unjani
31/12/2020 12.57;15-33902;Sale;1950000;SHOPEE PAY;Crisbar Jatinangor
31/12/2020 12.57;36-6422;Sale;3310700;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 12.56;43-3002;Sale;7450000;GO FOOD;Crisbar Unjani
31/12/2020 12.56;43-3001;Sale;11650000;GRAB FOOD;Crisbar Unjani
31/12/2020 12.56;15-33901;Sale;1700000;SHOPEE PAY;Crisbar Jatinangor
31/12/2020 12.55;19-39872;Sale;4450000;GO FOOD;Crisbar Sukapura
31/12/2020 12.51;44-1892;Sale;4700000;GOPAY;Crisbar Cisitu
31/12/2020 12.49;27-8638;Sale;3553000;GRAB FOOD;Crisbar Antapani
31/12/2020 12.49;43-3000;Sale;4000000;GO FOOD;Crisbar Unjani
31/12/2020 12.48;44-1891;Sale;2400000;GOPAY;Crisbar Cisitu
31/12/2020 12.47;4-43863;Sale;6450000;Cash;Crisbar Cisitu
31/12/2020 12.46;23-15171;Sale;2350000;GOPAY;Crisbar Sukabirus
31/12/2020 12.45;4-43862;Sale;3900000;Cash;Crisbar Cisitu
31/12/2020 12.43;27-8637;Sale;3000000;GO FOOD;Crisbar Antapani
31/12/2020 12.43;15-33900;Sale;6661900;GRAB FOOD;Crisbar Jatinangor
31/12/2020 12.43;19-39871;Sale;6800000;Cash;Crisbar Sukapura
31/12/2020 12.42;27-8636;Sale;0;Cash;Crisbar Antapani
31/12/2020 12.40;38-5985;Sale;5800000;Cash;Crisbar Metro Margahayu
31/12/2020 12.40;43-2999;Sale;7250000;GO FOOD;Crisbar Unjani
31/12/2020 12.39;19-39870;Sale;4200000;Cash;Crisbar Sukapura
31/12/2020 12.39;33-17432;Sale;1900000;Cash;Crisbar Unjani
31/12/2020 12.39;19-39869;Sale;2450000;GRAB FOOD;Crisbar Sukapura
31/12/2020 12.38;36-6421;Sale;4481600;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 12.38;15-33899;Sale;5600000;GO FOOD;Crisbar Jatinangor
31/12/2020 12.38;29-7923;Sale;1350000;Cash;Crisbar Sukajadi
31/12/2020 12.38;44-1890;Sale;3600000;GRAB FOOD;Crisbar Cisitu
31/12/2020 12.38;15-33898;Refund;-4880000;GO FOOD;Crisbar Jatinangor
31/12/2020 12.36;4-43861;Sale;1350000;Cash;Crisbar Cisitu
31/12/2020 12.36;27-8635;Sale;4100000;Cash;Crisbar Antapani
31/12/2020 12.34;44-1889;Sale;2100000;GO FOOD;Crisbar Cisitu
31/12/2020 12.33;38-5984;Sale;1000000;Cash;Crisbar Metro Margahayu
31/12/2020 12.33;43-2998;Sale;3472200;GRAB FOOD;Crisbar Unjani
31/12/2020 12.31;44-1888;Sale;3512600;GRAB FOOD;Crisbar Cisitu
31/12/2020 12.31;33-17431;Sale;6200000;Cash;Crisbar Unjani
31/12/2020 12.31;38-5983;Sale;1450000;Cash;Crisbar Metro Margahayu
31/12/2020 12.30;38-5982;Sale;4000000;Cash;Crisbar Metro Margahayu
31/12/2020 12.29;4-43860;Sale;10250000;Cash;Crisbar Cisitu
31/12/2020 12.28;33-17430;Sale;3400000;Cash;Crisbar Unjani
31/12/2020 12.27;4-43859;Sale;3800000;Cash;Crisbar Cisitu
31/12/2020 12.27;15-33897;Sale;4450000;GO FOOD;Crisbar Jatinangor
31/12/2020 12.27;44-1887;Sale;2700000;GRAB FOOD;Crisbar Cisitu
31/12/2020 12.25;44-1886;Sale;3580000;GO FOOD;Crisbar Cisitu
31/12/2020 12.24;27-8634;Sale;2400000;GO FOOD;Crisbar Antapani
31/12/2020 12.24;29-7922;Sale;4643100;GRAB FOOD;Crisbar Sukajadi
31/12/2020 12.24;33-17429;Sale;3900000;Cash;Crisbar Unjani
31/12/2020 12.24;27-8633;Sale;5410200;GRAB FOOD;Crisbar Antapani
31/12/2020 12.23;44-1885;Sale;2350000;GRAB FOOD;Crisbar Cisitu
31/12/2020 12.22;33-17428;Sale;2050000;Cash;Crisbar Unjani
31/12/2020 12.21;19-39868;Sale;3630000;GO FOOD;Crisbar Sukapura
31/12/2020 12.21;33-17427;Sale;1900000;Cash;Crisbar Unjani
31/12/2020 12.21;33-17426;Sale;3900000;Cash;Crisbar Unjani
31/12/2020 12.20;33-17425;Sale;4500000;Cash;Crisbar Unjani
31/12/2020 12.19;23-15170;Sale;1350000;Cash;Crisbar Sukabirus
31/12/2020 12.18;15-33896;Sale;3553000;GRAB FOOD;Crisbar Jatinangor
31/12/2020 12.18;43-2997;Sale;2900000;GO FOOD;Crisbar Unjani
31/12/2020 12.18;19-39867;Sale;2000000;Cash;Crisbar Sukapura
31/12/2020 12.18;43-2996;Sale;4683500;GRAB FOOD;Crisbar Unjani
31/12/2020 12.17;44-1884;Sale;5280000;GO FOOD;Crisbar Cisitu
31/12/2020 12.16;29-7921;Sale;5087200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 12.15;15-33895;Sale;2000000;Cash;Crisbar Jatinangor
31/12/2020 12.15;19-39866;Sale;1700000;GO FOOD;Crisbar Sukapura
31/12/2020 12.14;44-1883;Sale;4400000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 12.14;38-5981;Sale;5597500;Cash;Crisbar Metro Margahayu
31/12/2020 12.14;29-7920;Sale;5087200;GO FOOD;Crisbar Sukajadi
31/12/2020 12.13;43-2995;Sale;2600000;GRAB FOOD;Crisbar Unjani
31/12/2020 12.10;19-39865;Sale;2200000;Cash;Crisbar Sukapura
31/12/2020 12.09;29-7919;Sale;2300000;GO FOOD;Crisbar Sukajadi
31/12/2020 12.09;36-6420;Sale;8050000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 12.08;19-39864;Sale;2250000;Cash;Crisbar Sukapura
31/12/2020 12.08;4-43858;Sale;8200000;Cash;Crisbar Cisitu
31/12/2020 12.08;23-15169;Sale;4925700;GRAB FOOD;Crisbar Sukabirus
31/12/2020 12.08;43-2994;Sale;2500000;GO FOOD;Crisbar Unjani
31/12/2020 12.08;29-7918;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 12.08;38-5980;Sale;2450000;Cash;Crisbar Metro Margahayu
31/12/2020 12.07;15-33894;Sale;4880000;GO FOOD;Crisbar Jatinangor
31/12/2020 12.06;44-1882;Sale;4530000;GO FOOD;Crisbar Cisitu
31/12/2020 12.06;19-39863;Sale;2000000;Cash;Crisbar Sukapura
31/12/2020 12.05;29-7917;Sale;6400000;GO FOOD;Crisbar Sukajadi
31/12/2020 12.04;43-2993;Sale;4200000;GO FOOD;Crisbar Unjani
31/12/2020 12.03;27-8632;Refund;-7180000;GO FOOD;Crisbar Antapani
31/12/2020 12.03;4-43857;Sale;4000000;Cash;Crisbar Cisitu
31/12/2020 12.02;19-39862;Sale;2200000;Cash;Crisbar Sukapura
31/12/2020 12.00;44-1881;Sale;3800000;GO FOOD;Crisbar Cisitu
31/12/2020 12.00;23-15168;Sale;2300000;Cash;Crisbar Sukabirus
31/12/2020 12.00;33-17424;Sale;5950000;Cash;Crisbar Unjani
31/12/2020 12.00;27-8631;Sale;7900000;GO FOOD;Crisbar Antapani
31/12/2020 11.59;27-8630;Sale;7180000;GO FOOD;Crisbar Antapani
31/12/2020 11.57;44-1880;Sale;4320100;GRAB FOOD;Crisbar Cisitu
31/12/2020 11.55;33-17423;Sale;5800000;Cash;Crisbar Unjani
31/12/2020 11.50;29-7916;Sale;2450000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 11.47;29-7915;Sale;4200000;Cash;Crisbar Sukajadi
31/12/2020 11.44;36-6419;Sale;7550000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.43;44-1879;Sale;3600000;GRAB FOOD;Crisbar Cisitu
31/12/2020 11.42;44-1878;Sale;4700000;GO FOOD;Crisbar Cisitu
31/12/2020 11.41;43-2992;Sale;5300000;GRAB FOOD;Crisbar Unjani
31/12/2020 11.40;44-1877;Sale;8780000;GO FOOD;Crisbar Cisitu
31/12/2020 11.37;36-6418;Sale;6944500;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.36;44-1876;Sale;4400900;GRAB FOOD;Crisbar Cisitu
31/12/2020 11.35;23-15167;Sale;1700000;Cash;Crisbar Sukabirus
31/12/2020 11.35;15-33893;Sale;4300000;Cash;Crisbar Jatinangor
31/12/2020 11.33;19-39861;Sale;2400000;Cash;Crisbar Sukapura
31/12/2020 11.32;36-6417;Sale;3650000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.32;15-33892;Sale;6950000;Cash;Crisbar Jatinangor
31/12/2020 11.32;19-39860;Sale;2450000;Cash;Crisbar Sukapura
31/12/2020 11.32;33-17422;Sale;4750000;Cash;Crisbar Unjani
31/12/2020 11.31;38-5979;Sale;5850000;Cash;Crisbar Metro Margahayu
31/12/2020 11.31;43-2991;Sale;4966100;GRAB FOOD;Crisbar Unjani
31/12/2020 11.30;27-8629;Sale;1550000;Cash;Crisbar Antapani
31/12/2020 11.30;33-17421;Sale;5850000;Cash;Crisbar Unjani
31/12/2020 11.29;44-1875;Sale;3400000;GO FOOD;Crisbar Cisitu
31/12/2020 11.29;33-17420;Sale;4000000;Cash;Crisbar Unjani
31/12/2020 11.28;43-2990;Sale;7800000;GRAB FOOD;Crisbar Unjani
31/12/2020 11.26;43-2989;Sale;3472200;GRAB FOOD;Crisbar Unjani
31/12/2020 11.24;44-1874;Sale;2150000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 11.24;33-17419;Sale;4597500;Cash;Crisbar Unjani
31/12/2020 11.23;36-6416;Sale;4360500;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.22;19-39859;Sale;3400000;GRAB FOOD;Crisbar Sukapura
31/12/2020 11.20;36-6415;Sale;5329500;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.18;27-8628;Sale;5800000;GRAB FOOD;Crisbar Antapani
31/12/2020 11.18;43-2988;Sale;2300000;GRAB FOOD;Crisbar Unjani
31/12/2020 11.17;29-7914;Sale;2750000;GRAB FOOD;Crisbar Sukajadi
31/12/2020 11.14;38-5978;Sale;2050000;SHOPEE PAY;Crisbar Metro Margahayu
31/12/2020 11.14;27-8627;Sale;3472200;GRAB FOOD;Crisbar Antapani
31/12/2020 11.13;38-5977;Sale;1950000;SHOPEE PAY;Crisbar Metro Margahayu
31/12/2020 11.12;23-15166;Sale;2450000;GRAB FOOD;Crisbar Sukabirus
31/12/2020 11.11;44-1873;Sale;4800000;SHOPEE PAY;Crisbar Cisitu
31/12/2020 11.11;33-17418;Sale;2500000;Cash;Crisbar Unjani
31/12/2020 11.11;43-2987;Sale;7900000;GRAB FOOD;Crisbar Unjani
31/12/2020 11.11;29-7913;Sale;3472200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 11.10;23-15165;Sale;1750000;Cash;Crisbar Sukabirus
31/12/2020 11.09;19-39858;Sale;4764200;GRAB FOOD;Crisbar Sukapura
31/12/2020 11.07;15-33891;Sale;2400000;GRAB FOOD;Crisbar Jatinangor
31/12/2020 11.04;36-6414;Sale;2000000;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.01;36-6413;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 11.00;15-33890;Sale;1700000;Cash;Crisbar Jatinangor
31/12/2020 10.58;23-15164;Sale;3700000;GO FOOD;Crisbar Sukabirus
31/12/2020 10.54;43-2986;Sale;2000000;GRAB FOOD;Crisbar Unjani
31/12/2020 10.54;38-5976;Sale;1550000;Cash;Crisbar Metro Margahayu
31/12/2020 10.52;4-43856;Sale;1450000;Cash;Crisbar Cisitu
31/12/2020 10.51;43-2985;Sale;6600000;GO FOOD;Crisbar Unjani
31/12/2020 10.49;4-43855;Sale;5900000;Cash;Crisbar Cisitu
31/12/2020 10.49;19-39857;Sale;7900000;Cash;Crisbar Sukapura
31/12/2020 10.45;23-15163;Sale;1350000;Cash;Crisbar Sukabirus
31/12/2020 10.45;29-7912;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
31/12/2020 10.42;43-2984;Sale;3270400;GRAB FOOD;Crisbar Unjani
31/12/2020 10.41;4-43854;Sale;4800000;Cash;Crisbar Cisitu
31/12/2020 10.40;44-1872;Sale;6700000;GO FOOD;Crisbar Cisitu
31/12/2020 10.35;44-1871;Sale;3100000;GO FOOD;Crisbar Cisitu
31/12/2020 10.33;19-39856;Sale;1350000;Cash;Crisbar Sukapura
31/12/2020 10.29;36-6412;Sale;10800000;GO FOOD;Crisbar Metro Margahayu
31/12/2020 10.27;44-1870;Sale;3100000;GO FOOD;Crisbar Cisitu
31/12/2020 10.26;19-39855;Sale;1650000;SHOPEE PAY;Crisbar Sukapura
31/12/2020 10.21;36-6411;Sale;3714500;GRAB FOOD;Crisbar Metro Margahayu
31/12/2020 10.18;4-43853;Sale;1900000;Cash;Crisbar Cisitu
31/12/2020 10.17;19-39854;Sale;1350000;Cash;Crisbar Sukapura
31/12/2020 10.12;44-1869;Sale;3750000;GRAB FOOD;Crisbar Cisitu
31/12/2020 10.04;33-17417;Sale;6550000;Cash;Crisbar Unjani
30/12/2020 22.46;29-7911;Sale;5400000;Cash;Crisbar Sukajadi
30/12/2020 22.05;33-17416;Refund;-2700000;Cash;Crisbar Unjani
30/12/2020 22.00;33-17415;Sale;2700000;Cash;Crisbar Unjani
30/12/2020 22.00;19-39853;Sale;2650000;GO FOOD;Crisbar Sukapura
30/12/2020 21.58;23-15162;Sale;2100000;Cash;Crisbar Sukabirus
30/12/2020 21.57;15-33889;Sale;2250000;GRAB FOOD;Crisbar Jatinangor
30/12/2020 21.56;23-15161;Sale;2000000;Cash;Crisbar Sukabirus
30/12/2020 21.56;33-17414;Sale;1350000;Cash;Crisbar Unjani
30/12/2020 21.56;23-15160;Sale;2000000;Cash;Crisbar Sukabirus
30/12/2020 21.55;33-17413;Sale;5597500;Cash;Crisbar Unjani
30/12/2020 21.54;23-15159;Sale;5410200;GRAB FOOD;Crisbar Sukabirus
30/12/2020 21.53;44-1868;Sale;7850000;GRAB FOOD;Crisbar Cisitu
30/12/2020 21.52;36-6410;Sale;2300000;GRAB FOOD;Crisbar Metro Margahayu
30/12/2020 21.51;15-33888;Sale;5900000;GRAB FOOD;Crisbar Jatinangor
30/12/2020 21.50;44-1867;Sale;3310700;GRAB FOOD;Crisbar Cisitu
30/12/2020 21.48;29-7910;Sale;2700000;GRAB FOOD;Crisbar Sukajadi
30/12/2020 21.47;15-33887;Sale;3000000;GO FOOD;Crisbar Jatinangor
30/12/2020 21.46;15-33886;Sale;0;Cash;Crisbar Jatinangor
30/12/2020 21.44;23-15158;Sale;1350000;Cash;Crisbar Sukabirus
30/12/2020 21.43;36-6409;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
30/12/2020 21.42;23-15157;Sale;1950000;Cash;Crisbar Sukabirus
30/12/2020 21.41;33-17412;Sale;1350000;Cash;Crisbar Unjani
30/12/2020 21.41;44-1866;Sale;3380000;GO FOOD;Crisbar Cisitu
30/12/2020 21.40;43-2983;Sale;3351100;GRAB FOOD;Crisbar Unjani
30/12/2020 21.34;23-15156;Sale;3500000;Cash;Crisbar Sukabirus
30/12/2020 21.33;43-2982;Sale;3900000;GRAB FOOD;Crisbar Unjani
30/12/2020 21.32;36-6408;Sale;5652500;GRAB FOOD;Crisbar Metro Margahayu
30/12/2020 21.26;19-39852;Sale;2100000;GO FOOD;Crisbar Sukapura
30/12/2020 21.26;43-2981;Sale;4550000;GO FOOD;Crisbar Unjani
30/12/2020 21.26;33-17411;Sale;2050000;GOPAY;Crisbar Unjani
